UHXBG,15.6,3840 x 2160,UHD 4K0,Intel Core i7(Kaby Lake / 7. generace),4,DDR3 SODIMM,2.133,64,Windows 7,1888,HDD,NVIDIA Quadro M1000M,grey,42,419,301,2
XCQ28,17.3,1920 x 1080,UHD 4K0,Intel Core i3(Kaby Lake / 7. generace) ,4,LPDDR4,1.666,32,no OS,506,SSD,NVIDIA GeForce GTX 1070,red,49,441,341,0
1VXS0,13.3,1920 x 1080,WXGA,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,2.400,16,Windows 7,39,HDD,NVIDIA GeForce GTX 1060,black,24,262,234,1
4C465,13.3,2560 x 1440,WQHD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,2.400,12,Windows 7,1089,HDD,NVIDIA Quadro M1000M,grey,31,283,275,5
79YWX,17.3,1280 x 800,WXGA,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,1.666,8,no OS,1819,SSHD,AMD Radeon R7 M445,red,48,305,315,2
-Q5MP,14,1280 x 800,HD,Intel Core i5(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,64,Windows 8.1,1606,SSD,NVIDIA GeForce GTX 960M,red,14,322,208,4
D8YDU,14,3840 x 2160,UHD 4K0,Intel Core i7(Broadwell / 5. generace),4,DDR4 SODIMM,2.133,16,no OS,1578,SSHD,NVIDIA GeForce GTX 1070,red,21,344,249,1
G45QM,14,1920 x 1080,Full HD,Intel Core i7(Broadwell / 5. generace),4,LPDDR4,2.133,12,Windows 7,1930,HDD,NVIDIA Quadro M1000M,red,37,365,289,5
JLYGD,14,1920 x 1080,Full HD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,2.133,16,no OS,468,HDD,AMD Radeon R7 M445,red,44,387,330,0
M458J,15.6,2560 x 1440,WQHD,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,2.133,12,Windows 10,254,HDD,NVIDIA GeForce GTX 960M,black,20,409,223,4
QZZYA,13.3,1280 x 800,HD,Intel Core M5(Skylake / 6. generace),2,LPDDR4,2.133,8,Windows 10,792,HDD,NVIDIA GeForce GTX 960M,black,27,430,263,1
TH6A3,13.3,1366 x 768,HD,Intel Core i5(Broadwell / 5. generace),2,DDR4 SODIMM,1.666,64,UHD 4K0,579,SSHD,NVIDIA Quadro M1000M,black,43,251,304,3
WZZ29,13.3,1366 x 768,HD,Intel Core M5(Skylake / 6. generace),4,DDR3 SODIMM,2.400,32,Windows 7,363,SSD,AMD Radeon R7 M445,black,50,273,197,0
ZU6S0,17.3,1280 x 800,QHD +,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.133,16,no OS,1516,SSD,NVIDIA GeForce GTX 1050,black,26,295,237,4
3CC5S,15.6,3840 x 2160,UHD 4K0,Intel Core M3(Skylake / 6. generace),2,DDR3 SODIMM,1.666,12,Windows 7,723,SSHD,NVIDIA GeForce GTX 1060,black,33,316,278,5
6U6WJ,15.6,3200 x 1800,HD,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,2.400,32,Windows 10,1228,SSD,AMD Radeon R5 M430,white,40,338,319,3
9QDMP,14,3200 x 1800,QHD +,Intel Core M3(Skylake / 6. generace),2,DDR4 SODIMM,2.133,64,Windows 7,1766,SSD,AMD Radeon R5 M430,red,15,360,211,0
C87CG,15.6,1366 x 768,HD,Intel Core M3(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,8,Linux,1178,HDD,NVIDIA GeForce GTX 1050,white,22,382,252,2
FPDP9,15.6,1280 x 800,WXGA,Intel Core M3(Kaby Lake / 7. generace),2,LPDDR4,2.133,64,Windows 8.1,90,SSD,NVIDIA GeForce GTX 1050,white,39,403,293,5
IL7GE,15.6,3200 x 1800,UHD 4K0,Intel Core i5(Kaby Lake / 7. generace),4,DDR4 SODIMM,2.133,12,Windows 7,1877,SSD,AMD Radeon R5 M430,white,46,425,185,1
L3D76,13.3,3840 x 2160,UHD 4K0,Intel Core i3(Skylake / 6. generace),2,DDR3 SODIMM,2.133,64,Windows 7,891,SSD,NVIDIA GeForce 940MX,silver,21,447,226,4
